1,201,Bayonne,New Jersey,US,40.66871,-74.11431
2,201,Bergenfield,New Jersey,US,40.9276,-73.99736
3,201,Cliffside Park,New Jersey,US,40.82149,-73.98764
4,201,Englewood,New Jersey,US,40.89288,-73.97264
5,201,Fair Lawn,New Jersey,US,40.94038,-74.13181
6,201,Fort Lee,New Jersey,US,40.85093,-73.97014
7,201,Hackensack,New Jersey,US,40.88593,-74.04347
8,201,Hoboken,New Jersey,US,40.74399,-74.03236
9,201,Jersey City,New Jersey,US,40.72816,-74.07764
10,201,Kearny,New Jersey,US,40.76843,-74.14542
11,201,North Bergen,New Jersey,US,40.80427,-74.01208
12,201,Paramus,New Jersey,US,40.94454,-74.07542
13,201,Ridgewood,New Jersey,US,40.97926,-74.11653
14,201,Teaneck,New Jersey,US,40.8976,-74.01597
15,201,Union City,New Jersey,US,40.77955,-74.02375
16,201,West New York,New Jersey,US,40.78788,-74.01431
17,202,Washington,District of Columbia,US,38.89511,-77.03637
18,203,Bridgeport,Connecticut,US,41.16704,-73.20483
19,203,Danbury,Connecticut,US,41.39482,-73.45401
20,203,East Haven,Connecticut,US,41.27621,-72.86843
21,203,Meriden,Connecticut,US,41.53815,-72.80704
22,203,Milford,Connecticut,US,41.22232,-73.0565
23,203,Naugatuck,Connecticut,US,41.48593,-73.05066
24,203,New Haven,Connecticut,US,41.30815,-72.92816
25,203,North Haven,Connecticut,US,41.39093,-72.85954
26,203,Norwalk,Connecticut,US,41.1176,-73.4079
27,203,Shelton,Connecticut,US,41.31649,-73.09316
28,203,Stamford,Connecticut,US,41.05343,-73.53873
29,203,Stratford,Connecticut,US,41.18454,-73.13317
30,203,Trumbull,Connecticut,US,41.24287,-73.20067
31,203,Waterbury,Connecticut,US,41.55815,-73.0515
32,203,West Haven,Connecticut,US,41.27065,-72.94705
33,203,Westport,Connecticut,US,41.14149,-73.3579
34,205,Alabaster,Alabama,US,33.24428,-86.81638
35,205,Bessemer,Alabama,US,33.40178,-86.95444
36,205,Birmingham,Alabama,US,33.52066,-86.80249
37,205,Center Point,Alabama,US,33.64566,-86.6836
38,205,Homewood,Alabama,US,33.47177,-86.80082
39,205,Hoover,Alabama,US,33.40539,-86.81138
40,205,Mountain Brook,Alabama,US,33.50094,-86.75221
41,205,Tuscaloosa,Alabama,US,33.20984,-87.56917
